21.198888000071747	0
22.233717000062825	1
23.198355999966225	2
24.12149700012378	3
24.97035000010328	4
25.870499000120617	5
26.763738999989073	6
27.670870000065406	7
28.56211100015571	8
29.465254000115237	9
50.39470400015489	10
51.289944000018295	11
52.18653299994003	12
53.07276999997157	13
53.99087499995403	14
54.90614300015295	15
55.821842000113975	16
56.731700000000274	17
57.701253000004726	18
58.78229800009649	19
79.79680600010397	20
80.72587700007716	21
81.67598700015333	22
82.6021220000257	23
83.52498499993999	24
84.43682799997987	25
85.34585600000355	26
86.24583799996799	27
87.15396800016606	28
88.07817299998533	29
88.97099800014985	30
109.91028900002675	31
110.81962799994471	32
111.73845700000129	33
112.82561200005148	34
113.69639800000186	35
114.60421600008885	36
115.45411700012664	37
116.31255500014959	38
117.15556900003321	39
117.94728200015925	40
118.75576300008106	41
119.53972900005283	42
140.3428900000563	43
141.20434500000556	44
142.0771909999985	45
142.93522900015887	46
143.78903100009666	47
145.95548500005862	48
146.98082900008558	49
147.84849600005145	50
148.69455400003062	51
149.54244599994126	52
170.47208999997565	53
171.41043600008743	54
172.33150300012312	55
173.2526420000795	56
174.17451799997252	57
175.10701000014706	58
176.10629499995412	59
177.02966599995307	60
177.93727900016165	61
178.8229119999869	62
199.7431930001312	63
200.64234999995278	64
201.54061300013382	65
202.46650000012778	66
203.38292199994612	67
204.28906999995888	68
205.20420200000444	69
206.11853900004462	70
207.05443500014553	71
207.94225700001334	72
208.87082800004464	73
229.91546399998697	74
230.90204599998287	75
231.92435000009937	76
232.85115500016218	77
233.75433800015344	78
234.65433900014432	79
235.54276000004393	80
236.47623600004408	81
237.35684000007495	82
238.17898200013587	83
239.07189800002016	84
259.9865290001162	85
260.92177100008485	86
261.88349700009894	87
262.83246499997404	88
263.78184999998666	89
264.7193300001618	90
265.6395450001128	91
266.6005280000263	92
267.5481830001445	93
268.4981530001096	94
269.4237939999766	95
290.39903900002173	96
291.2699440000779	97
292.1375769999486	98
292.9411360000813	99
